0	0.29985353
0	0.29651331
0	0.29626808
0	0.29779864
0	0.29762558
0	0.29306914
0	0.29552708
0	0.30015163
0	0.30051012
0	0.29731748
0	0.29748700
0	0.29764330
0	0.29571957
0	0.29802576
0	0.30015038
0	0.29653006
0	0.29958114
0	0.30384398
0	0.29563823
0	0.29884378
0	0.29706318
0	0.29830144
0	0.29973395
0	0.29702282
0	0.30111813
0	0.29919817
0	0.29889440
0	0.29934659
0	0.30031076
0	0.29796632
0	0.29740099
0	0.29996118
0	0.29636743
0	0.29999413
0	0.30347124
0	0.30207537
0	0.30227954
0	0.30573576
0	0.30437126
0	0.30253482
0	0.30264676
0	0.30285421
0	0.30275615
0	0.30281675
0	0.30462665
0	0.30158395
0	0.30314169
0	0.30193657
0	0.30346462
0	0.30590153
0	0.30349482
0	0.30107656
0	0.30586600
0	0.30466772
0	0.30031717
0	0.31034634
0	0.30533474
0	0.30033018
0	0.30538940
0	0.30667932
0	0.30461314
0	0.30309874
0	0.30073987
0	0.30430115
0	0.30306619
1	0.28200210
1	0.28175720
1	0.28704880
1	0.28399870
1	0.28263895
1	0.27896246
1	0.27938627
1	0.28101146
1	0.27919423
1	0.27802155
1	0.28109886
1	0.28735291
1	0.28887768
1	0.28443505
1	0.28905175
1	0.28750148
1	0.27896456
1	0.28483851
1	0.27981688
1	0.28699101
1	0.28286114
1	0.28083400
1	0.28551349
1	0.28518209
1	0.28449536
1	0.27836384
1	0.28564709
1	0.28517872
1	0.28228315
1	0.28317586
1	0.28306552
1	0.28267544
2	0.27670995
2	0.27712183
2	0.28059456
2	0.27924868
2	0.27581076
2	0.27432531
2	0.27698905
2	0.27782209
2	0.27685184
2	0.27584524
2	0.28033152
2	0.27686453
2	0.27947843
2	0.27692531
2	0.27647602
2	0.27726282
2	0.27244555
2	0.27633000
2	0.27565579
2	0.27635723
2	0.27334397
2	0.27992450
2	0.27049972
2	0.27196097
2	0.27904109
2	0.27799705
2	0.28068056
2	0.27631963
2	0.27789805
2	0.27548961
2	0.27326284
2	0.27780153
3	0.26953855
3	0.27325061
3	0.27605965
3	0.27228916
3	0.27186815
3	0.27307592
3	0.27300439
3	0.27541661
3	0.27269913
3	0.27595649
3	0.27236783
3	0.26961768
3	0.27297730
3	0.27360838
3	0.27180414
3	0.27291121
3	0.27341162
3	0.27921861
3	0.27354744
3	0.27485368
3	0.27071306
3	0.27210988
3	0.27604559
3	0.27076073
3	0.27447020
3	0.27361222
3	0.27701023
3	0.26892135
3	0.27517367
3	0.27350906
3	0.27450632
3	0.27256591
4	0.26904459
4	0.26792740
4	0.27150855
4	0.27317855
4	0.26773760
4	0.27378531
4	0.27030118
4	0.26695889
4	0.27378962
4	0.26920324
4	0.26914375
4	0.26922908
4	0.26901200
4	0.26669614
4	0.27542999
4	0.27123220
4	0.27184114
4	0.26564673
4	0.27546990
4	0.26814052
4	0.26822810
4	0.27130832
4	0.27062252
4	0.27183530
4	0.26788847
4	0.26756863
4	0.26747000
4	0.26847058
4	0.26914514
4	0.27092124
4	0.26677593
4	0.27078457
5	0.26445127
5	0.26692454
5	0.26457455
5	0.27130329
5	0.26772505
5	0.26338528
5	0.26506747
5	0.26673974
5	0.27030884
5	0.26720511
5	0.27437746
5	0.26606092
5	0.26774574
5	0.26564762
5	0.26686281
5	0.26564088
5	0.26577194
5	0.26404829
5	0.26655524
5	0.26581019
5	0.26739400
5	0.26637416
5	0.26848783
5	0.26907844
5	0.26921316
5	0.26984286
5	0.27087143
5	0.26958848
5	0.26694412
5	0.26954697
5	0.26699279
5	0.26451881
6	0.26724440
6	0.26260509
6	0.26235712
6	0.26449195
6	0.26561908
6	0.26479398
6	0.26379702
6	0.26635019
6	0.26225579
6	0.26337824
6	0.26439506
6	0.26879157
6	0.26609404
6	0.26565201
6	0.26744187
6	0.26647118
6	0.26752199
6	0.26470851
6	0.26945001
6	0.26584150
6	0.26485955
6	0.26096856
6	0.26224967
6	0.26457752
6	0.26749077
6	0.26756208
6	0.26314723
6	0.26880090
6	0.26464061
6	0.26612372
6	0.27093574
6	0.26506634
7	0.25922723
7	0.26560183
7	0.26101534
7	0.26849131
7	0.26532154
7	0.26390988
7	0.26698153
7	0.26744685
7	0.26676485
7	0.26100432
7	0.26751911
7	0.26173881
7	0.26225481
7	0.26329933
7	0.26562440
7	0.26861533
7	0.26200652
7	0.26375243
7	0.26410858
7	0.26355142
7	0.26131747
7	0.26184747
7	0.26219781
7	0.26560538
7	0.25813791
7	0.26265412
7	0.26331180
7	0.26769849
7	0.26805527
7	0.26154577
7	0.26473105
7	0.26488891
8	0.26541875
8	0.26361537
8	0.26516217
8	0.26049646
8	0.26761394
8	0.26447550
8	0.25971445
0	0.30265696
0	0.29705665
0	0.29464183
0	0.29622622
0	0.29597160
0	0.29602963
0	0.30015142
0	0.29720224
0	0.29111537
0	0.29785706
0	0.29949800
0	0.29606715
0	0.29712044
0	0.29537116
0	0.29723297
0	0.29677570
0	0.29994661
0	0.29860527
0	0.29651255
0	0.29714832
0	0.30025209
0	0.29367528
0	0.29569036
0	0.29453608
0	0.29439294
0	0.29485194
0	0.30059291
0	0.29817472
0	0.29414215
0	0.29722460
0	0.29444564
0	0.29610030
1	0.27518346
1	0.27916865
1	0.28085517
1	0.28092926
1	0.27541739
1	0.27803092
1	0.27695565
1	0.27941243
1	0.27642525
1	0.27876188
1	0.27888389
1	0.27947088
1	0.27823336
1	0.27789990
1	0.27854511
1	0.27607326
1	0.27512197
1	0.27924152
1	0.27833998
1	0.28057935
1	0.27712097
1	0.27585366
1	0.27976640
1	0.27913490
1	0.27833612
1	0.27690667
1	0.27894362
1	0.28058396
1	0.27502994
1	0.27836482
1	0.28182342
1	0.27437589
2	0.27457516
2	0.27472038
2	0.27679961
2	0.26955908
2	0.27487579
2	0.27395641
2	0.27354295
2	0.27174335
2	0.27427057
2	0.27388509
2	0.27265280
2	0.27481074
2	0.27046915
2	0.27210448
2	0.27239075
2	0.27043754
2	0.27170062
2	0.27596754
2	0.27003095
2	0.26971900
2	0.27580608
2	0.27454753
2	0.27518976
2	0.27111285
2	0.27410573
2	0.27563278
2	0.27834716
2	0.27428134
2	0.27679906
2	0.26965948
2	0.27171565
2	0.27450919
3	0.27118917
3	0.27109432
3	0.26711053
3	0.26967695
3	0.27007206
3	0.27053435
3	0.26905346
3	0.27058289
3	0.27178171
3	0.27051241
3	0.27154063
3	0.27134199
3	0.27702933
3	0.26907212
3	0.27242523
3	0.26980568
3	0.27024726
3	0.27344701
3	0.27107423
3	0.27114644
3	0.26874626
3	0.27003308
3	0.26947461
3	0.26786593
3	0.27294240
3	0.27036322
3	0.27670625
3	0.27423807
3	0.26682057
3	0.27303423
3	0.27010323
3	0.26936447
4	0.26872446
4	0.26559243
4	0.27146405
4	0.26894483
4	0.27243292
4	0.27153702
4	0.26949812
4	0.27193128
4	0.26934833
4	0.26363843
4	0.27049727
4	0.26684161
4	0.26792610
4	0.26629676
4	0.26745654
4	0.26948603
4	0.27198943
4	0.26627797
4	0.27193391
4	0.26684665
4	0.26953322
4	0.26932509
4	0.26605138
4	0.27139685
4	0.26861402
4	0.26553629
4	0.26917380
4	0.26711922
4	0.26852595
4	0.26818518
4	0.26742418
4	0.26183224
5	0.25940460
5	0.26858324
5	0.26244505
5	0.27091672
5	0.26696695
5	0.26716546
5	0.26587162
5	0.26938591
5	0.26702771
5	0.26762716
5	0.26977495
5	0.26455609
5	0.26246576
5	0.26950522
5	0.26785727
5	0.26335185
5	0.26127472
5	0.26131293
5	0.26675827
5	0.26341377
5	0.26770921
5	0.26469646
5	0.26668530
5	0.26796852
5	0.26657334
5	0.26419857
5	0.26965772
5	0.27129688
5	0.27038925
5	0.27161582
5	0.26567814
5	0.26517401
6	0.26974034
6	0.26028560
6	0.26589767
