"Step","tfs0.005_csg-brook01_20241220-031823 - train_loss","tfs0.005_csg-brook01_20241220-031823 - train_loss__MIN","tfs0.005_csg-brook01_20241220-031823 - train_loss__MAX","tfs0.05_csg-brook01_20241219-224600 - train_loss","tfs0.05_csg-brook01_20241219-224600 - train_loss__MIN","tfs0.05_csg-brook01_20241219-224600 - train_loss__MAX","tfs0.05_csg-brook01_20241219-182611 - train_loss","tfs0.05_csg-brook01_20241219-182611 - train_loss__MIN","tfs0.05_csg-brook01_20241219-182611 - train_loss__MAX"
"20","0.16664881681502441","0.16664881681502441","0.16664881681502441","0.20432318732275276","0.20432318732275276","0.20432318732275276","0.2615054898312877","0.2615054898312877","0.2615054898312877"
"21","0.16838915543542032","0.16838915543542032","0.16838915543542032","0.19994920731645002","0.19994920731645002","0.19994920731645002","0.2595847785253409","0.2595847785253409","0.2595847785253409"
"22","0.16838389620108862","0.16838389620108862","0.16838389620108862","0.19863979399604537","0.19863979399604537","0.19863979399604537","0.2631275155516403","0.2631275155516403","0.2631275155516403"
"23","0.16764738710242108","0.16764738710242108","0.16764738710242108","0.19895119620200777","0.19895119620200777","0.19895119620200777","0.25918446180183824","0.25918446180183824","0.25918446180183824"
"24","0.16852129835422935","0.16852129835422935","0.16852129835422935","0.20225752436405797","0.20225752436405797","0.20225752436405797","0.2611744176560898","0.2611744176560898","0.2611744176560898"
"25","0.1664368361558068","0.1664368361558068","0.1664368361558068","0.20190351324435651","0.20190351324435651","0.20190351324435651","0.2607110809948899","0.2607110809948899","0.2607110809948899"
"26","0.16968001552949774","0.16968001552949774","0.16968001552949774","0.2042759425700319","0.2042759425700319","0.2042759425700319","0.2627575313309762","0.2627575313309762","0.2627575313309762"
"27","0.1689341310503281","0.1689341310503281","0.1689341310503281","0.20008566764669897","0.20008566764669897","0.20008566764669897","0.2592257334838477","0.2592257334838477","0.2592257334838477"
"28","0.1698811200869741","0.1698811200869741","0.1698811200869741","0.20023274368659624","0.20023274368659624","0.20023274368659624","0.2619260944490429","0.2619260944490429","0.2619260944490429"
"29","0.16950911881549688","0.16950911881549688","0.16950911881549688","0.19965627328124813","0.19965627328124813","0.19965627328124813","0.2604372711400124","0.2604372711400124","0.2604372711400124"
"30","0.16861832069257135","0.16861832069257135","0.16861832069257135","0.2026419130640761","0.2026419130640761","0.2026419130640761","0.2577269332374723","0.2577269332374723","0.2577269332374723"
"31","0.16846500172937826","0.16846500172937826","0.16846500172937826","0.2010490545255116","0.2010490545255116","0.2010490545255116","0.2565415557294219","0.2565415557294219","0.2565415557294219"
"32","0.17069762667698207","0.17069762667698207","0.17069762667698207","0.19881764939318436","0.19881764939318436","0.19881764939318436","0.25661958206164986","0.25661958206164986","0.25661958206164986"
"33","0.16798552431048852","0.16798552431048852","0.16798552431048852","0.19930396814200294","0.19930396814200294","0.19930396814200294","0.25889095239642196","0.25889095239642196","0.25889095239642196"
"34","0.17186127110839733","0.17186127110839733","0.17186127110839733","0.20012985847012343","0.20012985847012343","0.20012985847012343","0.25794184176714946","0.25794184176714946","0.25794184176714946"
"35","0.17110854169726908","0.17110854169726908","0.17110854169726908","0.1998573978619329","0.1998573978619329","0.1998573978619329","0.2557018516003393","0.2557018516003393","0.2557018516003393"
"36","0.1681217519858568","0.1681217519858568","0.1681217519858568","0.19825053791711858","0.19825053791711858","0.19825053791711858","0.2597737472219444","0.2597737472219444","0.2597737472219444"
"37","0.16957112819737818","0.16957112819737818","0.16957112819737818","0.20218478576118773","0.20218478576118773","0.20218478576118773","0.25992006833254944","0.25992006833254944","0.25992006833254944"
"38","0.16835310541291895","0.16835310541291895","0.16835310541291895","0.2002870548538146","0.2002870548538146","0.2002870548538146","0.2503179189989703","0.2503179189989703","0.2503179189989703"
"39","0.1679363045203535","0.1679363045203535","0.1679363045203535","0.19930969335169513","0.19930969335169513","0.19930969335169513","0.25524703517083885","0.25524703517083885","0.25524703517083885"
"40","0.1686193296900569","0.1686193296900569","0.1686193296900569","0.2043418179830883","0.2043418179830883","0.2043418179830883","0.25594034841757435","0.25594034841757435","0.25594034841757435"
"41","0.1675178200942663","0.1675178200942663","0.1675178200942663","0.2029320818433711","0.2029320818433711","0.2029320818433711","0.2549041943365397","0.2549041943365397","0.2549041943365397"
"42","0.17060389846558846","0.17060389846558846","0.17060389846558846","0.20104055124550688","0.20104055124550688","0.20104055124550688","0.2586007339491532","0.2586007339491532","0.2586007339491532"
"43","0.17106230797759162","0.17106230797759162","0.17106230797759162","0.1998480773397664","0.1998480773397664","0.1998480773397664","0.2542944467502704","0.2542944467502704","0.2542944467502704"
"44","0.16922951864114988","0.16922951864114988","0.16922951864114988","0.2045202224320365","0.2045202224320365","0.2045202224320365","0.2523484239569683","0.2523484239569683","0.2523484239569683"
"45","0.16708710487644116","0.16708710487644116","0.16708710487644116","0.202024924183947","0.202024924183947","0.202024924183947","0.25500266056957893","0.25500266056957893","0.25500266056957893"
"46","0.16896028757156337","0.16896028757156337","0.16896028757156337","0.20424696129273523","0.20424696129273523","0.20424696129273523","0.2545645934846471","0.2545645934846471","0.2545645934846471"
"47","0.16719385993592373","0.16719385993592373","0.16719385993592373","0.20375866772136667","0.20375866772136667","0.20375866772136667","0.2537816190324704","0.2537816190324704","0.2537816190324704"
"48","0.16724769559971378","0.16724769559971378","0.16724769559971378","0.2041478147532306","0.2041478147532306","0.2041478147532306","0.25653374845141536","0.25653374845141536","0.25653374845141536"
"49","0.16654988368454973","0.16654988368454973","0.16654988368454973","0.19890853734192074","0.19890853734192074","0.19890853734192074","0.2530262935472832","0.2530262935472832","0.2530262935472832"
"50","0.1678122556761421","0.1678122556761421","0.1678122556761421","0.20146197741079533","0.20146197741079533","0.20146197741079533","0.2511758056224071","0.2511758056224071","0.2511758056224071"
"51","0.16932678950017865","0.16932678950017865","0.16932678950017865","0.19739047194865003","0.19739047194865003","0.19739047194865003","0.2504101403079579","0.2504101403079579","0.2504101403079579"
"52","0.16607809528001802","0.16607809528001802","0.16607809528001802","0.2002145236546354","0.2002145236546354","0.2002145236546354","0.24878222757812118","0.24878222757812118","0.24878222757812118"
"53","0.16530371506574598","0.16530371506574598","0.16530371506574598","0.20004045658535508","0.20004045658535508","0.20004045658535508","0.2532117634404396","0.2532117634404396","0.2532117634404396"
"54","0.17012828240494982","0.17012828240494982","0.17012828240494982","0.19659674525551574","0.19659674525551574","0.19659674525551574","0.25143033278687915","0.25143033278687915","0.25143033278687915"
"55","0.1679626171147525","0.1679626171147525","0.1679626171147525","0.20225380542535396","0.20225380542535396","0.20225380542535396","0.24940812355523057","0.24940812355523057","0.24940812355523057"
"56","0.16798906864401342","0.16798906864401342","0.16798906864401342","0.1981579344904503","0.1981579344904503","0.1981579344904503","0.24840186190285982","0.24840186190285982","0.24840186190285982"
"57","0.16693913585313305","0.16693913585313305","0.16693913585313305","0.19827632175979815","0.19827632175979815","0.19827632175979815","0.2518885605793722","0.2518885605793722","0.2518885605793722"
"58","0.17065055841773405","0.17065055841773405","0.17065055841773405","0.1993758908160916","0.1993758908160916","0.1993758908160916","0.2514885783365089","0.2514885783365089","0.2514885783365089"
"59","0.16890664614048442","0.16890664614048442","0.16890664614048442","0.20007026455904675","0.20007026455904675","0.20007026455904675","0.24987559751886038","0.24987559751886038","0.24987559751886038"
"60","0.16684235192203692","0.16684235192203692","0.16684235192203692","0.19617667255244967","0.19617667255244967","0.19617667255244967","0.24945689010319325","0.24945689010319325","0.24945689010319325"
"61","0.1693093282831689","0.1693093282831689","0.1693093282831689","0.1992071790689425","0.1992071790689425","0.1992071790689425","0.2475121501998276","0.2475121501998276","0.2475121501998276"
"62","0.16680995454789582","0.16680995454789582","0.16680995454789582","0.20066984402029056","0.20066984402029056","0.20066984402029056","0.250199548550212","0.250199548550212","0.250199548550212"
"63","0.16612277507318943","0.16612277507318943","0.16612277507318943","0.2003127994585975","0.2003127994585975","0.2003127994585975","0.24980209152061336","0.24980209152061336","0.24980209152061336"
"64","0.16707807525481233","0.16707807525481233","0.16707807525481233","0.19830678577383679","0.19830678577383679","0.19830678577383679","0.25186036516183224","0.25186036516183224","0.25186036516183224"
"65","0.1686147166700369","0.1686147166700369","0.1686147166700369","0.20362372980379406","0.20362372980379406","0.20362372980379406","0.24634339939071845","0.24634339939071845","0.24634339939071845"
"66","0.1649188410424558","0.1649188410424558","0.1649188410424558","0.20344612440245244","0.20344612440245244","0.20344612440245244","0.24704189844326718","0.24704189844326718","0.24704189844326718"
"67","0.1691620097789198","0.1691620097789198","0.1691620097789198","0.19794168767938577","0.19794168767938577","0.19794168767938577","0.25130958374546003","0.25130958374546003","0.25130958374546003"
"68","0.1675812779425421","0.1675812779425421","0.1675812779425421","0.19952343002035708","0.19952343002035708","0.19952343002035708","0.25049769383446385","0.25049769383446385","0.25049769383446385"
"69","0.1715299293384337","0.1715299293384337","0.1715299293384337","0.19936363070630814","0.19936363070630814","0.19936363070630814","0.2502615147556965","0.2502615147556965","0.2502615147556965"
"70","0.1679692954933838","0.1679692954933838","0.1679692954933838","0.19866601812535548","0.19866601812535548","0.19866601812535548","0.2535249201469618","0.2535249201469618","0.2535249201469618"
"71","0.16281797382837576","0.16281797382837576","0.16281797382837576","0.19908706706030987","0.19908706706030987","0.19908706706030987","0.2515642930991994","0.2515642930991994","0.2515642930991994"
"72","0.169916763093926","0.169916763093926","0.169916763093926","0.1988500603923784","0.1988500603923784","0.1988500603923784","0.2479565156961637","0.2479565156961637","0.2479565156961637"
"73","0.16733980583719602","0.16733980583719602","0.16733980583719602","0.1978903723163451","0.1978903723163451","0.1978903723163451","0.2455015247894475","0.2455015247894475","0.2455015247894475"
"74","0.17111504050767834","0.17111504050767834","0.17111504050767834","0.20141921031293117","0.20141921031293117","0.20141921031293117","0.2507724454457148","0.2507724454457148","0.2507724454457148"
"75","0.16864011132456036","0.16864011132456036","0.16864011132456036","0.1964742238531667","0.1964742238531667","0.1964742238531667","0.2496531548660436","0.2496531548660436","0.2496531548660436"
"76","0.16629766353181535","0.16629766353181535","0.16629766353181535","0.1958560800214536","0.1958560800214536","0.1958560800214536","0.2489514412632358","0.2489514412632358","0.2489514412632358"
"77","0.16694985527398656","0.16694985527398656","0.16694985527398656","0.19874279508393586","0.19874279508393586","0.19874279508393586","0.25153437536665585","0.25153437536665585","0.25153437536665585"
"78","0.1658358306710141","0.1658358306710141","0.1658358306710141","0.19655329076165726","0.19655329076165726","0.19655329076165726","0.24799667579413065","0.24799667579413065","0.24799667579413065"
"79","0.17016341310304942","0.17016341310304942","0.17016341310304942","0.20005725549754497","0.20005725549754497","0.20005725549754497","0.24451237035149742","0.24451237035149742","0.24451237035149742"
"80","0.1650426477055242","0.1650426477055242","0.1650426477055242","0.19963500089407313","0.19963500089407313","0.19963500089407313","0.24673664280074578","0.24673664280074578","0.24673664280074578"
"81","0.17098525686869395","0.17098525686869395","0.17098525686869395","0.19888854973019446","0.19888854973019446","0.19888854973019446","0.24851818726907393","0.24851818726907393","0.24851818726907393"
"82","0.1676492779317155","0.1676492779317155","0.1676492779317155","0.19958298518727727","0.19958298518727727","0.19958298518727727","0.25035027591634745","0.25035027591634745","0.25035027591634745"
"83","0.16966906574360519","0.16966906574360519","0.16966906574360519","0.20178430342668272","0.20178430342668272","0.20178430342668272","0.24732550606999826","0.24732550606999826","0.24732550606999826"
"84","0.16764560322752323","0.16764560322752323","0.16764560322752323","0.19764165479999599","0.19764165479999599","0.19764165479999599","0.24550293031055673","0.24550293031055673","0.24550293031055673"
"85","0.17013327199562644","0.17013327199562644","0.17013327199562644","0.19794220237484286","0.19794220237484286","0.19794220237484286","0.24730088247164164","0.24730088247164164","0.24730088247164164"
"86","0.168865301774501","0.168865301774501","0.168865301774501","0.19717972433823006","0.19717972433823006","0.19717972433823006","0.25139001341913564","0.25139001341913564","0.25139001341913564"
"87","0.16523400742207686","0.16523400742207686","0.16523400742207686","0.19799693386480777","0.19799693386480777","0.19799693386480777","0.2460140357058469","0.2460140357058469","0.2460140357058469"
"88","0.17276097419987446","0.17276097419987446","0.17276097419987446","0.19779041121929838","0.19779041121929838","0.19779041121929838","0.24504659927507624","0.24504659927507624","0.24504659927507624"
"89","0.16809177389731636","0.16809177389731636","0.16809177389731636","0.19590691615658865","0.19590691615658865","0.19590691615658865","0.24592465292761778","0.24592465292761778","0.24592465292761778"
"90","0.16443165143410796","0.16443165143410796","0.16443165143410796","0.19539533897181408","0.19539533897181408","0.19539533897181408","0.24805289017606877","0.24805289017606877","0.24805289017606877"
"91","0.17028699455421012","0.17028699455421012","0.17028699455421012","0.1996157865655498","0.1996157865655498","0.1996157865655498","0.2495212333637372","0.2495212333637372","0.2495212333637372"
"92","0.17056170827896003","0.17056170827896003","0.17056170827896003","0.19781398700372219","0.19781398700372219","0.19781398700372219","0.24617016637269162","0.24617016637269162","0.24617016637269162"
"93","0.1662661953410736","0.1662661953410736","0.1662661953410736","0.1981880353448975","0.1981880353448975","0.1981880353448975","0.24689460090821466","0.24689460090821466","0.24689460090821466"
"94","0.1692046380127179","0.1692046380127179","0.1692046380127179","0.19514441829698578","0.19514441829698578","0.19514441829698578","0.24466342075946082","0.24466342075946082","0.24466342075946082"
"95","0.1688030062761483","0.1688030062761483","0.1688030062761483","0.19719576766906344","0.19719576766906344","0.19719576766906344","0.24628967326898502","0.24628967326898502","0.24628967326898502"
"96","0.16848656533774656","0.16848656533774656","0.16848656533774656","0.19711172944842825","0.19711172944842825","0.19711172944842825","0.2447038820330464","0.2447038820330464","0.2447038820330464"
"97","0.16822233784603371","0.16822233784603371","0.16822233784603371","0.19828012349943278","0.19828012349943278","0.19828012349943278","0.24668542852047282","0.24668542852047282","0.24668542852047282"
"98","0.1737339295805339","0.1737339295805339","0.1737339295805339","0.20111202623563015","0.20111202623563015","0.20111202623563015","0.2416393309776236","0.2416393309776236","0.2416393309776236"
"99","0.17061165172069168","0.17061165172069168","0.17061165172069168","0.19644062574351098","0.19644062574351098","0.19644062574351098","0.24399941543221257","0.24399941543221257","0.24399941543221257"
"100","0.16961189563084209","0.16961189563084209","0.16961189563084209","0.19885346595802098","0.19885346595802098","0.19885346595802098","0.2470351742636966","0.2470351742636966","0.2470351742636966"
"101","0.16829049680030272","0.16829049680030272","0.16829049680030272","0.1997219857147643","0.1997219857147643","0.1997219857147643","0.24359800955714472","0.24359800955714472","0.24359800955714472"
"102","0.16984409355863042","0.16984409355863042","0.16984409355863042","0.1931826943526392","0.1931826943526392","0.1931826943526392","0.24461980991062807","0.24461980991062807","0.24461980991062807"
"103","0.16634720784158616","0.16634720784158616","0.16634720784158616","0.19691762862933318","0.19691762862933318","0.19691762862933318","0.24600286445153974","0.24600286445153974","0.24600286445153974"
"104","0.1692003318604142","0.1692003318604142","0.1692003318604142","0.19929535328264092","0.19929535328264092","0.19929535328264092","0.24766593953544191","0.24766593953544191","0.24766593953544191"
"105","0.17215715258579156","0.17215715258579156","0.17215715258579156","0.19827508698827456","0.19827508698827456","0.19827508698827456","0.24431991557217944","0.24431991557217944","0.24431991557217944"
"106","0.168711630801336","0.168711630801336","0.168711630801336","0.1943165441018281","0.1943165441018281","0.1943165441018281","0.24066554291159184","0.24066554291159184","0.24066554291159184"
"107","0.16873023327343586","0.16873023327343586","0.16873023327343586","0.19677638246845494","0.19677638246845494","0.19677638246845494","0.24587042160366482","0.24587042160366482","0.24587042160366482"
"108","0.164825796185526","0.164825796185526","0.164825796185526","0.19749137343099976","0.19749137343099976","0.19749137343099976","0.25127914536890045","0.25127914536890045","0.25127914536890045"
"109","0.1700182753136822","0.1700182753136822","0.1700182753136822","0.19640985874468816","0.19640985874468816","0.19640985874468816","0.24613185837481297","0.24613185837481297","0.24613185837481297"
"110","0.17184793039405788","0.17184793039405788","0.17184793039405788","0.20247524578806683","0.20247524578806683","0.20247524578806683","0.2426069731555136","0.2426069731555136","0.2426069731555136"
"111","0.1683842355619561","0.1683842355619561","0.1683842355619561","0.20012734548136576","0.20012734548136576","0.20012734548136576","0.24409931757090772","0.24409931757090772","0.24409931757090772"
"112","0.16619740190566304","0.16619740190566304","0.16619740190566304","0.19946619232457177","0.19946619232457177","0.19946619232457177","0.24678867702008947","0.24678867702008947","0.24678867702008947"
"113","0.16819583131988572","0.16819583131988572","0.16819583131988572","0.19901249729020098","0.19901249729020098","0.19901249729020098","0.24622778516375024","0.24622778516375024","0.24622778516375024"
"114","0.16621675719110923","0.16621675719110923","0.16621675719110923","0.19721390976231815","0.19721390976231815","0.19721390976231815","0.24397477472858783","0.24397477472858783","0.24397477472858783"
"115","0.1641911435791115","0.1641911435791115","0.1641911435791115","0.20238679572269827","0.20238679572269827","0.20238679572269827","0.2452073415677927","0.2452073415677927","0.2452073415677927"
"116","0.16913732027767958","0.16913732027767958","0.16913732027767958","0.20104628573676783","0.20104628573676783","0.20104628573676783","0.2438442166602585","0.2438442166602585","0.2438442166602585"
"117","0.1680557505097505","0.1680557505097505","0.1680557505097505","0.1942214437909591","0.1942214437909591","0.1942214437909591","0.2426151403008774","0.2426151403008774","0.2426151403008774"
"118","0.16612619286262406","0.16612619286262406","0.16612619286262406","0.19462754683295994","0.19462754683295994","0.19462754683295994","0.24209540985076994","0.24209540985076994","0.24209540985076994"
"119","0.16684952771984266","0.16684952771984266","0.16684952771984266","0.20190263936243216","0.20190263936243216","0.20190263936243216","0.24037347410503415","0.24037347410503415","0.24037347410503415"
"120","0.16918396172054903","0.16918396172054903","0.16918396172054903","0.19686272716409248","0.19686272716409248","0.19686272716409248","0.2404351324295334","0.2404351324295334","0.2404351324295334"
"121","0.1691532393759602","0.1691532393759602","0.1691532393759602","0.20060255147415373","0.20060255147415373","0.20060255147415373","0.24361102015624503","0.24361102015624503","0.24361102015624503"
"122","0.1680664370903381","0.1680664370903381","0.1680664370903381","0.1978883033262232","0.1978883033262232","0.1978883033262232","0.24448054868549995","0.24448054868549995","0.24448054868549995"
"123","0.16631740978100928","0.16631740978100928","0.16631740978100928","0.19466087533545384","0.19466087533545384","0.19466087533545384","0.24336951874374502","0.24336951874374502","0.24336951874374502"
"124","0.16688134990717138","0.16688134990717138","0.16688134990717138","0.20024969918674349","0.20024969918674349","0.20024969918674349","0.24133850604973348","0.24133850604973348","0.24133850604973348"
"125","0.16546983310535132","0.16546983310535132","0.16546983310535132","0.19753507718046528","0.19753507718046528","0.19753507718046528","0.23876290758015242","0.23876290758015242","0.23876290758015242"
"126","0.16573846425310715","0.16573846425310715","0.16573846425310715","0.19740259760030196","0.19740259760030196","0.19740259760030196","0.24096861302180125","0.24096861302180125","0.24096861302180125"
"127","0.16742965221882114","0.16742965221882114","0.16742965221882114","0.1966885981125789","0.1966885981125789","0.1966885981125789","0.24222627097531202","0.24222627097531202","0.24222627097531202"
"128","0.1681398991981321","0.1681398991981321","0.1681398991981321","0.19813485142857257","0.19813485142857257","0.19813485142857257","0.24223683842059773","0.24223683842059773","0.24223683842059773"
"129","0.1664317960588029","0.1664317960588029","0.1664317960588029","0.20183920642991837","0.20183920642991837","0.20183920642991837","0.2455694305238397","0.2455694305238397","0.2455694305238397"
"130","0.16927933276411408","0.16927933276411408","0.16927933276411408","0.1969835479581763","0.1969835479581763","0.1969835479581763","0.23962355900716445","0.23962355900716445","0.23962355900716445"
"131","0.16883960241485627","0.16883960241485627","0.16883960241485627","0.1949014807872584","0.1949014807872584","0.1949014807872584","0.23848379799491015","0.23848379799491015","0.23848379799491015"
"132","0.1691357479751248","0.1691357479751248","0.1691357479751248","0.20050661249019294","0.20050661249019294","0.20050661249019294","0.24299647667278315","0.24299647667278315","0.24299647667278315"
"133","0.1691408361867944","0.1691408361867944","0.1691408361867944","0.2000506408678274","0.2000506408678274","0.2000506408678274","0.2438780938163799","0.2438780938163799","0.2438780938163799"
"134","0.16724065466948138","0.16724065466948138","0.16724065466948138","0.20056422527946383","0.20056422527946383","0.20056422527946383","0.24175762781985335","0.24175762781985335","0.24175762781985335"
"135","0.16741190259014624","0.16741190259014624","0.16741190259014624","0.19856580437406224","0.19856580437406224","0.19856580437406224","0.24214127253402692","0.24214127253402692","0.24214127253402692"
"136","0.16943912203648237","0.16943912203648237","0.16943912203648237","0.19800086458260865","0.19800086458260865","0.19800086458260865","0.24613417461515016","0.24613417461515016","0.24613417461515016"
"137","0.16626503527613798","0.16626503527613798","0.16626503527613798","0.19679122029619975","0.19679122029619975","0.19679122029619975","0.2393091610911542","0.2393091610911542","0.2393091610911542"
"138","0.17179660043224665","0.17179660043224665","0.17179660043224665","0.19765727022672372","0.19765727022672372","0.19765727022672372","0.23952636228770638","0.23952636228770638","0.23952636228770638"
"139","0.16784596514792552","0.16784596514792552","0.16784596514792552","0.19760327929197372","0.19760327929197372","0.19760327929197372","0.24304359507118026","0.24304359507118026","0.24304359507118026"
"140","0.16540847649137422","0.16540847649137422","0.16540847649137422","0.1990461540053111","0.1990461540053111","0.1990461540053111","0.24017231298285602","0.24017231298285602","0.24017231298285602"
"141","0.169899346685501","0.169899346685501","0.169899346685501","0.19861625431200633","0.19861625431200633","0.19861625431200633","0.2447712478376706","0.2447712478376706","0.2447712478376706"
"142","0.17138986512404406","0.17138986512404406","0.17138986512404406","0.1968621795208304","0.1968621795208304","0.1968621795208304","0.23768993412679942","0.23768993412679942","0.23768993412679942"
"143","0.16552218185821935","0.16552218185821935","0.16552218185821935","0.20019908431768285","0.20019908431768285","0.20019908431768285","0.24313408949445503","0.24313408949445503","0.24313408949445503"
"144","0.1687976784524001","0.1687976784524001","0.1687976784524001","0.1978079257051548","0.1978079257051548","0.1978079257051548","0.2396683791588007","0.2396683791588007","0.2396683791588007"
"145","0.16876011400155178","0.16876011400155178","0.16876011400155178","0.19599014412908614","0.19599014412908614","0.19599014412908614","0.2382437362236757","0.2382437362236757","0.2382437362236757"
"146","0.16761662728973256","0.16761662728973256","0.16761662728973256","0.19359951651126664","0.19359951651126664","0.19359951651126664","0.24387234414010583","0.24387234414010583","0.24387234414010583"
"147","0.16717146818799689","0.16717146818799689","0.16717146818799689","0.1957883206350721","0.1957883206350721","0.1957883206350721","0.23848272246381283","0.23848272246381283","0.23848272246381283"
"148","0.16721205257918773","0.16721205257918773","0.16721205257918773","0.1997292828639536","0.1997292828639536","0.1997292828639536","0.23878318821934352","0.23878318821934352","0.23878318821934352"
"149","0.1711413089686532","0.1711413089686532","0.1711413089686532","0.19791816834483753","0.19791816834483753","0.19791816834483753","0.23838046671718086","0.23838046671718086","0.23838046671718086"
"150","0.1728041254477546","0.1728041254477546","0.1728041254477546","0.19434115132481142","0.19434115132481142","0.19434115132481142","0.2407669132940495","0.2407669132940495","0.2407669132940495"
"151","0.16955645511601003","0.16955645511601003","0.16955645511601003","0.19653534721622698","0.19653534721622698","0.19653534721622698","0.23496150721518008","0.23496150721518008","0.23496150721518008"
"152","0.16751881915550645","0.16751881915550645","0.16751881915550645","0.1956099098907074","0.1956099098907074","0.1956099098907074","0.23878041942058134","0.23878041942058134","0.23878041942058134"
"153","0.16737795594787042","0.16737795594787042","0.16737795594787042","0.1961060170878459","0.1961060170878459","0.1961060170878459","0.23728127268420385","0.23728127268420385","0.23728127268420385"
"154","0.16830892727387872","0.16830892727387872","0.16830892727387872","0.195895453796587","0.195895453796587","0.195895453796587","0.23701667973318355","0.23701667973318355","0.23701667973318355"
"155","0.1681787866165179","0.1681787866165179","0.1681787866165179","0.19846113177741867","0.19846113177741867","0.19846113177741867","0.241296332444329","0.241296332444329","0.241296332444329"
"156","0.16837680755546605","0.16837680755546605","0.16837680755546605","0.19568876368736143","0.19568876368736143","0.19568876368736143","0.24109646588819011","0.24109646588819011","0.24109646588819011"
"157","0.16419731198761336","0.16419731198761336","0.16419731198761336","0.19579058570796237","0.19579058570796237","0.19579058570796237","0.23916868152708867","0.23916868152708867","0.23916868152708867"
"158","0.16640550108160054","0.16640550108160054","0.16640550108160054","0.19835943465122644","0.19835943465122644","0.19835943465122644","0.23843822410295865","0.23843822410295865","0.23843822410295865"
"159","0.16499002704351476","0.16499002704351476","0.16499002704351476","0.19667087417606807","0.19667087417606807","0.19667087417606807","0.2364568846233824","0.2364568846233824","0.2364568846233824"
